City,lat,lng,,,,,city,state_id
"Haleburg, AL",31.4099,-85.1381,,,,,Haleburg,AL
"Millport, AL",33.5586,-88.0817,,,,,Millport,AL
"Mountain Brook, AL",33.4871,-86.74,,,,,Mountain Brook,AL
"Parrish, AL",33.7323,-87.2802,,,,,Parrish,AL
"Center Point, AL",33.6446,-86.6851,,,,,Center Point,AL
"Russellville, AL",34.5056,-87.7282,,,,,Russellville,AL
"Meadowbrook, AL",33.3933,-86.7041,,,,,Meadowbrook,AL
"Woodland, AL",33.3756,-85.3975,,,,,Woodland,AL
"Hobson, AL",31.4836,-88.1513,,,,,Hobson,AL
"Gantt, AL",31.4092,-86.4842,,,,,Gantt,AL
"Sylacauga, AL",33.1779,-86.2606,,,,,Sylacauga,AL
"Cottondale, AL",33.1922,-87.4544,,,,,Cottondale,AL
"Choccolocco, AL",33.6683,-85.7129,,,,,Choccolocco,AL
"Rosa, AL",33.9885,-86.5037,,,,,Rosa,AL
"Grayson Valley, AL",33.647,-86.6414,,,,,Grayson Valley,AL
"Repton, AL",31.4097,-87.2393,,,,,Repton,AL
"Kimberly, AL",33.776,-86.797,,,,,Kimberly,AL
"Malcolm, AL",31.1946,-88.0015,,,,,Malcolm,AL
"Our Town, AL",32.8304,-85.9687,,,,,Our Town,AL
"Riverview, AL",31.0587,-87.0709,,,,,Riverview,AL
"Carrollton, AL",33.2619,-88.0951,,,,,Carrollton,AL
"Boligee, AL",32.7698,-88.0266,,,,,Boligee,AL
"Kennedy, AL",33.5809,-87.9862,,,,,Kennedy,AL
"Adamsville, AL",33.6063,-86.9745,,,,,Adamsville,AL
"Rockville, AL",31.4059,-87.8442,,,,,Rockville,AL
"Clay, AL",33.698,-86.6066,,,,,Clay,AL
"Bellamy, AL",32.4582,-88.1277,,,,,Bellamy,AL
"Madrid, AL",31.0356,-85.3992,,,,,Madrid,AL
"Glenwood, AL",31.6675,-86.173,,,,,Glenwood,AL
"Heflin, AL",33.6471,-85.5698,,,,,Heflin,AL
"Brighton, AL",33.4393,-86.9454,,,,,Brighton,AL
"McMullen, AL",33.1481,-88.1757,,,,,McMullen,AL
"Jasper, AL",33.8514,-87.2719,,,,,Jasper,AL
"Ranburne, AL",33.5259,-85.339,,,,,Ranburne,AL
"Clayhatchee, AL",31.2434,-85.7136,,,,,Clayhatchee,AL
"Valley, AL",32.8086,-85.1792,,,,,Valley,AL
"Maytown, AL",33.5489,-86.9999,,,,,Maytown,AL
"Gordonville, AL",32.1489,-86.6995,,,,,Gordonville,AL
"Benton, AL",32.3078,-86.818,,,,,Benton,AL
"Pine Apple, AL",31.8723,-86.9891,,,,,Pine Apple,AL
"Taylor, AL",31.1658,-85.4697,,,,,Taylor,AL
"Standing Rock, AL",33.0863,-85.2449,,,,,Standing Rock,AL
"Pine Ridge, AL",34.449,-85.7808,,,,,Pine Ridge,AL
"Collinsville, AL",34.267,-85.8652,,,,,Collinsville,AL
"Harvest, AL",34.8558,-86.7521,,,,,Harvest,AL
"Pleasant Grove, AL",33.4936,-86.9782,,,,,Pleasant Grove,AL
"Ohatchee, AL",33.7877,-86.0278,,,,,Ohatchee,AL
"Nanafalia, AL",32.1114,-87.9958,,,,,Nanafalia,AL
"Slocomb, AL",31.1103,-85.5954,,,,,Slocomb,AL
"Tibbie, AL",31.3628,-88.2471,,,,,Tibbie,AL
"Maplesville, AL",32.7867,-86.8783,,,,,Maplesville,AL
"Henagar, AL",34.631,-85.7405,,,,,Henagar,AL
"Atmore, AL",31.0927,-87.4763,,,,,Atmore,AL
"Faunsdale, AL",32.4576,-87.5938,,,,,Faunsdale,AL
"River Falls, AL",31.3524,-86.5412,,,,,River Falls,AL
"Lisman, AL",32.1792,-88.3002,,,,,Lisman,AL
"Waverly, AL",32.7333,-85.5761,,,,,Waverly,AL
"Hodges, AL",34.334,-87.9299,,,,,Hodges,AL
"Tallassee, AL",32.5316,-85.8903,,,,,Tallassee,AL
"Silverhill, AL",30.5455,-87.7505,,,,,Silverhill,AL
"Whitesboro, AL",34.1682,-86.0572,,,,,Whitesboro,AL
"Bridgeport, AL",34.9495,-85.7243,,,,,Bridgeport,AL
"Marion, AL",32.6318,-87.3172,,,,,Marion,AL
"Valley Grande, AL",32.4862,-87.0305,,,,,Valley Grande,AL
"Natural Bridge, AL",34.0904,-87.6014,,,,,Natural Bridge,AL
"Cottonwood, AL",31.0552,-85.3007,,,,,Cottonwood,AL
"Vestavia Hills, AL",33.4518,-86.7438,,,,,Vestavia Hills,AL
"Kinston, AL",31.22,-86.1705,,,,,Kinston,AL
"Greenville, AL",31.8437,-86.6379,,,,,Greenville,AL
"Leeds, AL",33.5429,-86.5636,,,,,Leeds,AL
"Bayou La Batre, AL",30.4126,-88.2609,,,,,Bayou La Batre,AL
"Brook Highland, AL",33.4359,-86.6849,,,,,Brook Highland,AL
"Red Bay, AL",34.4358,-88.1362,,,,,Red Bay,AL
"Alexandria, AL",33.7675,-85.8792,,,,,Alexandria,AL
"Uniontown, AL",32.449,-87.4958,,,,,Uniontown,AL
"Florence, AL",34.8303,-87.6654,,,,,Florence,AL
"Good Hope, AL",34.1098,-86.8651,,,,,Good Hope,AL
"Dozier, AL",31.5031,-86.3694,,,,,Dozier,AL
"Minor, AL",33.5389,-86.9402,,,,,Minor,AL
"La Fayette, AL",32.8997,-85.4007,,,,,La Fayette,AL
"Florala, AL",31.0176,-86.3138,,,,,Florala,AL
"Bucks, AL",31.017,-88.0249,,,,,Bucks,AL
"Westover, AL",33.3692,-86.5354,,,,,Westover,AL
"Blue Ridge, AL",32.501,-86.1839,,,,,Blue Ridge,AL
"Snead, AL",34.1162,-86.3902,,,,,Snead,AL
"Leroy, AL",31.4952,-87.969,,,,,Leroy,AL
"Banks, AL",31.8132,-85.8364,,,,,Banks,AL
"Auburn, AL",32.6087,-85.4899,,,,,Auburn,AL
"Pine Hill, AL",31.9858,-87.5876,,,,,Pine Hill,AL
"Moulton, AL",34.4843,-87.2831,,,,,Moulton,AL
"Edgewater, AL",33.5286,-86.9574,,,,,Edgewater,AL
"Gurley, AL",34.7072,-86.3768,,,,,Gurley,AL
"Coats Bend, AL",34.0774,-85.8742,,,,,Coats Bend,AL
"Spruce Pine, AL",34.3927,-87.7295,,,,,Spruce Pine,AL
"Sims Chapel, AL",31.2365,-88.1435,,,,,Sims Chapel,AL
"Perdido Beach, AL",30.3553,-87.5036,,,,,Perdido Beach,AL
"Yellow Bluff, AL",31.9622,-87.4808,,,,,Yellow Bluff,AL
"Saraland, AL",30.8457,-88.099,,,,,Saraland,AL
"East Point, AL",34.1859,-86.7926,,,,,East Point,AL
"Ider, AL",34.7022,-85.6691,,,,,Ider,AL
"West Point, AL",34.2401,-86.9625,,,,,West Point,AL
"Douglas, AL",34.1705,-86.3224,,,,,Douglas,AL
"Hayden, AL",33.8822,-86.784,,,,,Hayden,AL
"Phil Campbell, AL",34.3519,-87.7062,,,,,Phil Campbell,AL
"Weogufka, AL",33.0267,-86.3169,,,,,Weogufka,AL
"Elba, AL",31.4172,-86.0759,,,,,Elba,AL
"Forestdale, AL",33.5737,-86.9002,,,,,Forestdale,AL
"Hobson City, AL",33.6149,-85.856,,,,,Hobson City,AL
"Weaver, AL",33.7601,-85.8117,,,,,Weaver,AL
"Broomtown, AL",34.3657,-85.5322,,,,,Broomtown,AL
"Newville, AL",31.4206,-85.3367,,,,,Newville,AL
"Crossville, AL",34.2853,-85.9996,,,,,Crossville,AL
"Leighton, AL",34.6986,-87.5291,,,,,Leighton,AL
"Piedmont, AL",33.9267,-85.6157,,,,,Piedmont,AL
"Phenix City, AL",32.4588,-85.0251,,,,,Phenix City,AL
"Tillmans Corner, AL",30.5818,-88.2128,,,,,Tillmans Corner,AL
"Orange Beach, AL",30.2941,-87.5851,,,,,Orange Beach,AL
"Elmore, AL",32.5552,-86.3425,,,,,Elmore,AL
"Shoal Creek, AL",33.4328,-86.6071,,,,,Shoal Creek,AL
"West Blocton, AL",33.1186,-87.1253,,,,,West Blocton,AL
"Cherokee, AL",34.7577,-87.967,,,,,Cherokee,AL
"Fairhope, AL",30.522,-87.8816,,,,,Fairhope,AL
"Attalla, AL",34.0049,-86.104,,,,,Attalla,AL
"Dayton, AL",32.3509,-87.6416,,,,,Dayton,AL
"Hueytown, AL",33.4237,-87.0221,,,,,Hueytown,AL
"Daphne, AL",30.6286,-87.8866,,,,,Daphne,AL
"Gadsden, AL",34.009,-86.0156,,,,,Gadsden,AL
"Mobile, AL",30.6782,-88.1163,,,,,Mobile,AL
"Fyffe, AL",34.4496,-85.905,,,,,Fyffe,AL
"Toxey, AL",31.9107,-88.3091,,,,,Toxey,AL
"Kinsey, AL",31.2926,-85.3353,,,,,Kinsey,AL
"Needham, AL",31.987,-88.3366,,,,,Needham,AL
"Hollis Crossroads, AL",33.5231,-85.6437,,,,,Hollis Crossroads,AL
"Carlisle-Rockledge, AL",34.114,-86.1191,,,,,Carlisle-Rockledge,AL
"Stapleton, AL",30.7394,-87.7948,,,,,Stapleton,AL
"Peterman, AL",31.5837,-87.2631,,,,,Peterman,AL
"Ariton, AL",31.5978,-85.7131,,,,,Ariton,AL
"Opelika, AL",32.6621,-85.3772,,,,,Opelika,AL
"Fultondale, AL",33.6177,-86.8015,,,,,Fultondale,AL
"Vina, AL",34.3757,-88.0602,,,,,Vina,AL
"Ballplay, AL",34.0179,-85.7853,,,,,Ballplay,AL
"Billingsley, AL",32.661,-86.7087,,,,,Billingsley,AL
"Robertsdale, AL",30.5534,-87.7022,,,,,Robertsdale,AL
"Union Grove, AL",34.4025,-86.4483,,,,,Union Grove,AL
"Rainbow City, AL",33.9337,-86.0922,,,,,Rainbow City,AL
"Loxley, AL",30.6822,-87.7418,,,,,Loxley,AL
"Belgreen, AL",34.4767,-87.8653,,,,,Belgreen,AL
"Belk, AL",33.6515,-87.9287,,,,,Belk,AL
"Hytop, AL",34.9064,-86.0853,,,,,Hytop,AL
"Panola, AL",32.9477,-88.2674,,,,,Panola,AL
"Steele, AL",33.937,-86.2004,,,,,Steele,AL
"Ridgeville, AL",34.0569,-86.1029,,,,,Ridgeville,AL
"Fairford, AL",31.178,-88.0728,,,,,Fairford,AL
"Addison, AL",34.2017,-87.1765,,,,,Addison,AL
"Brantley, AL",31.5822,-86.2569,,,,,Brantley,AL
"Ozark, AL",31.4508,-85.6473,,,,,Ozark,AL
"Prattville, AL",32.4605,-86.4588,,,,,Prattville,AL
"Vandiver, AL",33.4601,-86.5251,,,,,Vandiver,AL
"Shorter, AL",32.4077,-85.9415,,,,,Shorter,AL
"Edwardsville, AL",33.8411,-85.4523,,,,,Edwardsville,AL
"Newbern, AL",32.592,-87.5331,,,,,Newbern,AL
"Pike Road, AL",32.2934,-86.0901,,,,,Pike Road,AL
"Monroeville, AL",31.5162,-87.3279,,,,,Monroeville,AL
"Malvern, AL",31.1428,-85.521,,,,,Malvern,AL
"Penton, AL",33.009,-85.4721,,,,,Penton,AL
"Shelby, AL",33.1068,-86.5825,,,,,Shelby,AL
"Albertville, AL",34.2634,-86.2107,,,,,Albertville,AL
"Lester, AL",34.9877,-87.1515,,,,,Lester,AL
"Chatom, AL",31.4691,-88.246,,,,,Chatom,AL
"New Site, AL",33.0282,-85.7801,,,,,New Site,AL
"Egypt, AL",34.0759,-86.1651,,,,,Egypt,AL
"Ladonia, AL",32.4609,-85.0877,,,,,Ladonia,AL
"Jacksons' Gap, AL",32.8831,-85.815,,,,,Jacksons' Gap,AL
"Putnam, AL",32.0181,-88.0331,,,,,Putnam,AL
"Falkville, AL",34.3793,-86.9085,,,,,Falkville,AL
"Fruitdale, AL",31.3429,-88.4108,,,,,Fruitdale,AL
"Locust Fork, AL",33.8957,-86.6301,,,,,Locust Fork,AL
"Gilbertown, AL",31.8758,-88.3195,,,,,Gilbertown,AL
"Brent, AL",32.9421,-87.1753,,,,,Brent,AL
"Providence, AL",32.3424,-87.7761,,,,,Providence,AL
"Foley, AL",30.3984,-87.6648,,,,,Foley,AL
"Notasulga, AL",32.5569,-85.6695,,,,,Notasulga,AL
"Beaverton, AL",33.9354,-88.0218,,,,,Beaverton,AL
"Rogersville, AL",34.8251,-87.2821,,,,,Rogersville,AL
"Mulga, AL",33.5533,-86.9735,,,,,Mulga,AL
"Sulligent, AL",33.8912,-88.1266,,,,,Sulligent,AL
"Cardiff, AL",33.6472,-86.9307,,,,,Cardiff,AL
"Sylvania, AL",34.5619,-85.8045,,,,,Sylvania,AL
"Carlton, AL",31.343,-87.8378,,,,,Carlton,AL
"Sipsey, AL",33.8226,-87.0834,,,,,Sipsey,AL
"Wadley, AL",33.1239,-85.5683,,,,,Wadley,AL
"Redstone Arsenal, AL",34.6843,-86.647,,,,,Redstone Arsenal,AL
"Sterrett, AL",33.449,-86.4645,,,,,Sterrett,AL
"Ragland, AL",33.7469,-86.1384,,,,,Ragland,AL
"Hartselle, AL",34.4391,-86.9401,,,,,Hartselle,AL
"Fitzpatrick, AL",32.2114,-85.8784,,,,,Fitzpatrick,AL
"Delta, AL",33.447,-85.6746,,,,,Delta,AL
"Ivalee, AL",34.0372,-86.1472,,,,,Ivalee,AL
"Midland City, AL",31.3157,-85.4937,,,,,Midland City,AL
"Munford, AL",33.5258,-85.9555,,,,,Munford,AL
"Chelsea, AL",33.3257,-86.6303,,,,,Chelsea,AL
"Whatley, AL",31.6463,-87.7108,,,,,Whatley,AL
"Tuscumbia, AL",34.7204,-87.7035,,,,,Tuscumbia,AL
"Graham, AL",33.4552,-85.3231,,,,,Graham,AL
"Satsuma, AL",30.8577,-88.0632,,,,,Satsuma,AL
"New Brockton, AL",31.3784,-85.9228,,,,,New Brockton,AL
"Gainesville, AL",32.8149,-88.1608,,,,,Gainesville,AL
"Carbon Hill, AL",33.8944,-87.5224,,,,,Carbon Hill,AL
"Emelle, AL",32.7287,-88.3165,,,,,Emelle,AL
"Kansas, AL",33.9029,-87.5568,,,,,Kansas,AL
"Northport, AL",33.2589,-87.5985,,,,,Northport,AL
"Chunchula, AL",30.9237,-88.2072,,,,,Chunchula,AL
"Geraldine, AL",34.3577,-86.0037,,,,,Geraldine,AL
"Heath, AL",31.3579,-86.4673,,,,,Heath,AL
"Fayetteville, AL",33.1643,-86.4411,,,,,Fayetteville,AL
"Triana, AL",34.5904,-86.7418,,,,,Triana,AL
"Georgiana, AL",31.6391,-86.7468,,,,,Georgiana,AL
"Oak Grove, AL",33.1929,-86.3037,,,,,Oak Grove,AL
"Dothan, AL",31.2335,-85.4068,,,,,Dothan,AL
"Valley Head, AL",34.5575,-85.6214,,,,,Valley Head,AL
"Eva, AL",34.3274,-86.7614,,,,,Eva,AL
"Reece City, AL",34.0771,-86.0346,,,,,Reece City,AL
"Hanceville, AL",34.0634,-86.7652,,,,,Hanceville,AL
"Priceville, AL",34.5248,-86.8856,,,,,Priceville,AL
"Calvert, AL",31.154,-88.017,,,,,Calvert,AL
"Bessemer, AL",33.3709,-86.9713,,,,,Bessemer,AL
"Owens Cross Roads, AL",34.5845,-86.4574,,,,,Owens Cross Roads,AL
"Cordova, AL",33.7613,-87.1926,,,,,Cordova,AL
"Highland Lakes, AL",33.397,-86.6497,,,,,Highland Lakes,AL
"Joppa, AL",34.2982,-86.5506,,,,,Joppa,AL
"Paint Rock, AL",34.6602,-86.3307,,,,,Paint Rock,AL
"Hazel Green, AL",34.9237,-86.5671,,,,,Hazel Green,AL
"Grand Bay, AL",30.4717,-88.345,,,,,Grand Bay,AL
"White Plains, AL",33.7603,-85.688,,,,,White Plains,AL
"Nances Creek, AL",33.8588,-85.6733,,,,,Nances Creek,AL
"Point Clear, AL",30.4902,-87.9105,,,,,Point Clear,AL
"Butler, AL",32.0965,-88.2108,,,,,Butler,AL
"Fayette, AL",33.6943,-87.8307,,,,,Fayette,AL
"Autaugaville, AL",32.432,-86.6579,,,,,Autaugaville,AL
"Deatsville, AL",32.5864,-86.3915,,,,,Deatsville,AL
"Summerdale, AL",30.4785,-87.6906,,,,,Summerdale,AL
"Sweet Water, AL",32.1046,-87.8619,,,,,Sweet Water,AL
"Fort Payne, AL",34.4558,-85.6966,,,,,Fort Payne,AL
"Brookside, AL",33.638,-86.9013,,,,,Brookside,AL
"Arley, AL",34.0886,-87.2074,,,,,Arley,AL
"Bakerhill, AL",31.7769,-85.2955,,,,,Bakerhill,AL
"Oak Hill, AL",31.9216,-87.0852,,,,,Oak Hill,AL
"Gaylesville, AL",34.2681,-85.5585,,,,,Gaylesville,AL
"Pinson, AL",33.7057,-86.6674,,,,,Pinson,AL
"Coffee Springs, AL",31.1664,-85.9103,,,,,Coffee Springs,AL
"Mount Vernon, AL",31.0889,-88.0137,,,,,Mount Vernon,AL
"Pennington, AL",32.1994,-88.0494,,,,,Pennington,AL
"Rutledge, AL",31.724,-86.302,,,,,Rutledge,AL
"Brewton, AL",31.1111,-87.0737,,,,,Brewton,AL
"Goshen, AL",31.7182,-86.1242,,,,,Goshen,AL
"Fredonia, AL",32.9861,-85.2912,,,,,Fredonia,AL
"Cedar Bluff, AL",34.2217,-85.5877,,,,,Cedar Bluff,AL
"Wilsonville, AL",33.2351,-86.4882,,,,,Wilsonville,AL
"Pisgah, AL",34.6844,-85.846,,,,,Pisgah,AL
"Lakeview, AL",34.3917,-85.9757,,,,,Lakeview,AL
"Chickasaw, AL",30.7715,-88.0793,,,,,Chickasaw,AL
"Morris, AL",33.7467,-86.8036,,,,,Morris,AL
"Bon Air, AL",33.2621,-86.3319,,,,,Bon Air,AL
"Level Plains, AL",31.3071,-85.7687,,,,,Level Plains,AL
"Sand Rock, AL",34.2308,-85.7712,,,,,Sand Rock,AL
"Babbie, AL",31.3022,-86.3229,,,,,Babbie,AL
"Rehobeth, AL",31.1242,-85.4383,,,,,Rehobeth,AL
"York, AL",32.4998,-88.2938,,,,,York,AL
"Vincent, AL",33.3848,-86.4086,,,,,Vincent,AL
"Waterloo, AL",34.9172,-88.0654,,,,,Waterloo,AL
"Reeltown, AL",32.5788,-85.8189,,,,,Reeltown,AL
"Ethelsville, AL",33.4141,-88.2161,,,,,Ethelsville,AL
"Forkland, AL",32.6489,-87.8671,,,,,Forkland,AL
"New Hope, AL",34.537,-86.4128,,,,,New Hope,AL
"Bon Secour, AL",30.3222,-87.7271,,,,,Bon Secour,AL
"Pickensville, AL",33.2336,-88.2743,,,,,Pickensville,AL
"Five Points, AL",33.0173,-85.3516,,,,,Five Points,AL
"Brundidge, AL",31.7182,-85.8177,,,,,Brundidge,AL
"Clio, AL",31.7085,-85.6109,,,,,Clio,AL
"Eufaula, AL",31.9102,-85.1505,,,,,Eufaula,AL
"Emerald Mountain, AL",32.4396,-86.0857,,,,,Emerald Mountain,AL
"Ray, AL",32.879,-86.035,,,,,Ray,AL
"Centre, AL",34.1552,-85.67,,,,,Centre,AL
"Mount Olive, AL",33.6778,-86.8726,,,,,Mount Olive,AL
"Rock Mills, AL",33.1563,-85.2861,,,,,Rock Mills,AL
"Blountsville, AL",34.0814,-86.5867,,,,,Blountsville,AL
"Abanda, AL",33.0926,-85.5253,,,,,Abanda,AL
"Movico, AL",31.063,-88.0267,,,,,Movico,AL
"Graysville, AL",33.6583,-86.9674,,,,,Graysville,AL
"Indian Springs Village, AL",33.3591,-86.7493,,,,,Indian Springs Village,AL
"Cuba, AL",32.441,-88.3755,,,,,Cuba,AL
"Silas, AL",31.7678,-88.3259,,,,,Silas,AL
"Alabaster, AL",33.2198,-86.8226,,,,,Alabaster,AL
"Prichard, AL",30.7735,-88.1301,,,,,Prichard,AL
"Perdido, AL",31.0034,-87.6323,,,,,Perdido,AL
"Reform, AL",33.3788,-88.0173,,,,,Reform,AL
"Homewood, AL",33.4617,-86.8092,,,,,Homewood,AL
"Hokes Bluff, AL",33.9902,-85.8639,,,,,Hokes Bluff,AL
"Susan Moore, AL",34.0798,-86.4235,,,,,Susan Moore,AL
"Tuskegee, AL",32.4395,-85.7139,,,,,Tuskegee,AL
"Avon, AL",31.1799,-85.2802,,,,,Avon,AL
"Mentone, AL",34.5663,-85.5842,,,,,Mentone,AL
"St. Stephens, AL",31.5474,-88.0555,,,,,St. Stephens,AL
"New Union, AL",34.1422,-86.2218,,,,,New Union,AL
"Pine Level, AL",32.5797,-86.4529,,,,,Pine Level,AL
"Oneonta, AL",33.9391,-86.4929,,,,,Oneonta,AL
"Holly Pond, AL",34.1696,-86.6125,,,,,Holly Pond,AL
"Dadeville, AL",32.8326,-85.7675,,,,,Dadeville,AL
"Trinity, AL",34.6012,-87.0818,,,,,Trinity,AL
"Beatrice, AL",31.7334,-87.209,,,,,Beatrice,AL
"Huntsville, AL",34.6988,-86.6412,,,,,Huntsville,AL
"Millerville, AL",33.1926,-85.9303,,,,,Millerville,AL
"Coosada, AL",32.4984,-86.3279,,,,,Coosada,AL
"Vredenburgh, AL",31.8237,-87.3178,,,,,Vredenburgh,AL
"Garden City, AL",34.0152,-86.752,,,,,Garden City,AL
"Pleasant Groves, AL",34.735,-86.2054,,,,,Pleasant Groves,AL
"Deer Park, AL",31.2198,-88.3226,,,,,Deer Park,AL
"Baileyton, AL",34.2608,-86.6082,,,,,Baileyton,AL
"Fort Deposit, AL",31.9863,-86.5664,,,,,Fort Deposit,AL
"Eclectic, AL",32.6387,-86.0386,,,,,Eclectic,AL
"Samson, AL",31.1124,-86.0462,,,,,Samson,AL
"Powell, AL",34.5325,-85.8979,,,,,Powell,AL
"Columbia, AL",31.2968,-85.1103,,,,,Columbia,AL
"Hollins, AL",33.1213,-86.129,,,,,Hollins,AL
"Sardis City, AL",34.1749,-86.1125,,,,,Sardis City,AL
"Killen, AL",34.8607,-87.5267,,,,,Killen,AL
"Shiloh, AL",34.4638,-85.878,,,,,Shiloh,AL
"Semmes, AL",30.7886,-88.2342,,,,,Semmes,AL
"Riverside, AL",33.6171,-86.2042,,,,,Riverside,AL
"Wedowee, AL",33.3078,-85.4864,,,,,Wedowee,AL
"Megargel, AL",31.3781,-87.4307,,,,,Megargel,AL
"Lookout Mountain, AL",34.1091,-85.9585,,,,,Lookout Mountain,AL
"Lincoln, AL",33.5935,-86.1372,,,,,Lincoln,AL
"Frisco City, AL",31.4353,-87.4037,,,,,Frisco City,AL
"Goodwater, AL",33.0608,-86.0516,,,,,Goodwater,AL
"Stevenson, AL",34.8487,-85.8437,,,,,Stevenson,AL
"Woodville, AL",34.6256,-86.2792,,,,,Woodville,AL
"Cleveland, AL",33.9965,-86.5671,,,,,Cleveland,AL
"Pollard, AL",31.0235,-87.1735,,,,,Pollard,AL
"Union Springs, AL",32.1395,-85.7141,,,,,Union Springs,AL
"Millbrook, AL",32.5035,-86.3728,,,,,Millbrook,AL
"White Hall, AL",32.2993,-86.7148,,,,,White Hall,AL
"Ashland, AL",33.2704,-85.8337,,,,,Ashland,AL
"Greensboro, AL",32.7014,-87.595,,,,,Greensboro,AL
"Catherine, AL",32.186,-87.47,,,,,Catherine,AL
"Talladega, AL",33.4329,-86.0976,,,,,Talladega,AL
"Camden, AL",32.0007,-87.2967,,,,,Camden,AL
"Blue Springs, AL",31.6635,-85.5035,,,,,Blue Springs,AL
"Tidmore Bend, AL",34.0324,-85.9254,,,,,Tidmore Bend,AL
"Belle Fontaine, AL",30.492,-88.1131,,,,,Belle Fontaine,AL
"Springville, AL",33.7643,-86.4749,,,,,Springville,AL
"Memphis, AL",33.1369,-88.3008,,,,,Memphis,AL
"Camp Hill, AL",32.8002,-85.6536,,,,,Camp Hill,AL
"Trafford, AL",33.8194,-86.7467,,,,,Trafford,AL
"Spring Garden, AL",33.973,-85.5558,,,,,Spring Garden,AL
"Geiger, AL",32.8696,-88.3133,,,,,Geiger,AL
"Hammondville, AL",34.5685,-85.6397,,,,,Hammondville,AL
"Epes, AL",32.6906,-88.1405,,,,,Epes,AL
"Gallant, AL",34.0013,-86.2304,,,,,Gallant,AL
"Coaling, AL",33.1641,-87.3534,,,,,Coaling,AL
"Margaret, AL",33.6735,-86.468,,,,,Margaret,AL
"North Johns, AL",33.368,-87.1008,,,,,North Johns,AL
"Mooresville, AL",34.627,-86.8799,,,,,Mooresville,AL
"McDougal, AR",36.4365,-90.3907,,,,,McDougal,AR
"McAlmont, AR",34.7926,-92.1959,,,,,McAlmont,AR
"Paris, AR",35.2899,-93.7236,,,,,Paris,AR
"Crawfordsville, AR",35.2267,-90.3241,,,,,Crawfordsville,AR
"Gravette, AR",36.4291,-94.3713,,,,,Gravette,AR
"Dell, AR",35.8592,-90.026,,,,,Dell,AR
"Lead Hill, AR",36.4128,-92.9068,,,,,Lead Hill,AR
"Tontitown, AR",36.1642,-94.2457,,,,,Tontitown,AR
"Waldo, AR",33.3528,-93.295,,,,,Waldo,AR
"Judsonia, AR",35.277,-91.6411,,,,,Judsonia,AR
"Edmondson, AR",35.1041,-90.3053,,,,,Edmondson,AR
"Bald Knob, AR",35.3123,-91.5709,,,,,Bald Knob,AR
"Cherokee Village, AR",36.2959,-91.5696,,,,,Cherokee Village,AR
"Alpena, AR",36.2896,-93.3038,,,,,Alpena,AR
"McRae, AR",35.1119,-91.8253,,,,,McRae,AR
"Cherry Valley, AR",35.402,-90.7545,,,,,Cherry Valley,AR
"Pineville, AR",36.1612,-92.1065,,,,,Pineville,AR
"Midway, AR",34.2602,-92.961,,,,,Midway,AR
"Marianna, AR",34.7737,-90.7674,,,,,Marianna,AR
"Brinkley, AR",34.8899,-91.1902,,,,,Brinkley,AR
"Barling, AR",35.3285,-94.2793,,,,,Barling,AR
"Parkin, AR",35.2629,-90.5528,,,,,Parkin,AR
"Cale, AR",33.6278,-93.2348,,,,,Cale,AR
"Ward, AR",35.0129,-91.9571,,,,,Ward,AR
"Sparkman, AR",33.9171,-92.85,,,,,Sparkman,AR
"Burdette, AR",35.8152,-89.9465,,,,,Burdette,AR
"Briarcliff, AR",36.2721,-92.2824,,,,,Briarcliff,AR
"College Station, AR",34.705,-92.2296,,,,,College Station,AR
"McNeil, AR",33.3479,-93.2084,,,,,McNeil,AR
"Winslow, AR",35.8008,-94.1303,,,,,Winslow,AR
"Bethel Heights, AR",36.2263,-94.1282,,,,,Bethel Heights,AR
"Bella Vista, AR",36.4667,-94.2707,,,,,Bella Vista,AR
"Charleston, AR",35.2954,-94.0463,,,,,Charleston,AR
"Gillett, AR",34.1192,-91.3789,,,,,Gillett,AR
"Des Arc, AR",34.9777,-91.5068,,,,,Des Arc,AR
"Patmos, AR",33.5113,-93.5671,,,,,Patmos,AR
"London, AR",35.328,-93.2417,,,,,London,AR
"Rockport, AR",34.4055,-92.8091,,,,,Rockport,AR
"Wilton, AR",33.7388,-94.148,,,,,Wilton,AR
"Redfield, AR",34.4429,-92.1843,,,,,Redfield,AR
"Damascus, AR",35.3671,-92.4106,,,,,Damascus,AR
"McGehee, AR",33.6279,-91.3952,,,,,McGehee,AR
"Greers Ferry, AR",35.5672,-92.1689,,,,,Greers Ferry,AR
"Wilmar, AR",33.6264,-91.9294,,,,,Wilmar,AR
"Horseshoe Lake, AR",34.9135,-90.3079,,,,,Horseshoe Lake,AR
"Heber Springs, AR",35.5003,-92.0332,,,,,Heber Springs,AR
"Bono, AR",35.9116,-90.8011,,,,,Bono,AR
"Lake Village, AR",33.3299,-91.2847,,,,,Lake Village,AR
"New Edinburg, AR",33.7565,-92.2401,,,,,New Edinburg,AR
"Ben Lomond, AR",33.8335,-94.1177,,,,,Ben Lomond,AR
"Reader, AR",33.7518,-93.1009,,,,,Reader,AR
"St. Joe, AR",36.029,-92.8078,,,,,St. Joe,AR
"Grady, AR",34.0789,-91.698,,,,,Grady,AR
"Malvern, AR",34.3689,-92.8187,,,,,Malvern,AR
"Ozan, AR",33.848,-93.7203,,,,,Ozan,AR
"Danville, AR",35.053,-93.3902,,,,,Danville,AR
